,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
416,45341235,13700,13700,13700.0,36 months, ,17.57,D,D4,Mgr,5 years,MORTGAGE,65000.0,Source Verified,n,,debt_consolidation,Debt consolidation,370xx,TN,18.69,0.0,0.0,70.0,54.0,7.0,2.0,4643.0,55.3,16.0,f,1792.61,0.0,0.0,0.0,0.0,70.0,INDIVIDUAL,,44th week,0.0,656.0,207625.0,8400.0,0
417,48451830,11175,11175,11175.0,36 months, ,25.57,F,F5,inspector,4 years,RENT,45000.0,Source Verified,n,,car,Car financing,554xx,MN,29.33,0.0,1.0,,,12.0,0.0,2029.0,88.2,13.0,f,1958.19,0.0,0.0,0.0,0.0,,INDIVIDUAL,,39th week,0.0,0.0,65485.0,2300.0,0
418,37727344,10000,10000,10000.0,60 months,BAT2558388,15.59,D,D1,Material Handler,10+ years,MORTGAGE,75000.0,Not Verified,n,,credit_card,Credit card refinancing,177xx,PA,23.66,2.0,0.0,5.0,,12.0,0.0,4574.0,86.3,29.0,f,1337.87,0.0,0.0,0.0,0.0,65.0,INDIVIDUAL,,48th week,0.0,90.0,248611.0,5300.0,0
419,12848234,30000,30000,30000.0,36 months,BAT224923,12.85,B,B4,,10+ years,MORTGAGE,98000.0,Verified,n,,home_improvement,Home improvement,951xx,CA,7.83,0.0,0.0,49.0,,20.0,0.0,15696.0,31.6,49.0,f,5239.3,0.0,0.0,0.0,0.0,,INDIVIDUAL,,95th week,0.0,141.0,373534.0,49700.0,0
420,61607047,22000,22000,21925.0,60 months, ,19.99,E,E4,Construction mechanic chief,10+ years,RENT,73000.0,Verified,n,,debt_consolidation,Debt consolidation,395xx,MS,29.18,0.0,0.0,66.0,,13.0,0.0,16818.0,61.6,48.0,f,329.72,0.0,0.0,0.0,0.0,66.0,INDIVIDUAL,,9th week,0.0,124.0,81863.0,27300.0,1
421,1437973,20400,20400,20400.0,36 months,BAT1327206,13.67,B,B5,Hercules Offshore,8 years,MORTGAGE,115200.0,Source Verified,n,,debt_consolidation,Debt Consolidation,369xx,AL,14.76,0.0,1.0,,,6.0,0.0,9949.0,80.2,16.0,f,4465.79,0.0,0.0,0.0,0.0,,INDIVIDUAL,,139th week,0.0,,,,1
422,14980406,5600,5600,5600.0,36 months,BAT2522922,13.65,C,C1,Manager,10+ years,RENT,81000.0,Source Verified,n,,debt_consolidation,Debt consolidation,114xx,NY,6.77,0.0,0.0,36.0,43.0,4.0,1.0,770.0,27.5,9.0,w,985.02,0.0,0.0,0.0,0.0,36.0,INDIVIDUAL,,91th week,0.0,0.0,14147.0,2800.0,1
423,939366,30000,30000,29975.0,60 months,BAT4051248,17.49,D,D5,Citi,3 years,MORTGAGE,68004.0,Verified,n,> I will use this loan to consolidate debt.<br/>,debt_consolidation,Cash,430xx,OH,9.63,0.0,2.0,,,7.0,0.0,19653.0,48.2,31.0,f,4142.64,0.0,0.0,0.0,0.0,,INDIVIDUAL,,44th week,0.0,,,,1
424,7225478,12000,12000,12000.0,60 months,,16.99,D,D1,TSR,< 1 year,MORTGAGE,55000.0,Verified,n,,credit_card,CC Loan,802xx,CO,21.89,0.0,4.0,30.0,,15.0,0.0,12716.0,68.7,32.0,f,3520.18,0.0,0.0,0.0,0.0,,INDIVIDUAL,,109th week,0.0,0.0,172831.0,18500.0,0
425,42573438,18000,18000,18000.0,60 months,BAT4694572,14.99,C,C5,Manager,10+ years,MORTGAGE,50000.0,Verified,n,,debt_consolidation,Debt consolidation,338xx,FL,19.4,0.0,0.0,,,11.0,0.0,15215.0,58.5,16.0,w,2313.33,0.0,0.0,0.0,0.0,,INDIVIDUAL,,52th week,0.0,0.0,187073.0,26000.0,0
426,5788362,20000,20000,20000.0,60 months, ,17.27,C,C5,State of Alabama,10+ years,RENT,56000.0,Verified,n,,debt_consolidation,Consolidation,368xx,AL,26.56,0.0,2.0,76.0,,15.0,0.0,18903.0,35.1,32.0,f,7448.58,0.0,0.0,0.0,0.0,,INDIVIDUAL,,139th week,0.0,0.0,58250.0,53800.0,0
427,72270685,15000,15000,15000.0,36 months,BAT2803411,13.67,C,C4,E-5,9 years,RENT,48000.0,Verified,n,,debt_consolidation,Debt consolidation,788xx,TX,26.56,0.0,0.0,43.0,,8.0,0.0,7494.0,45.1,11.0,w,148.09,0.0,0.0,0.0,0.0,,INDIVIDUAL,,4th week,0.0,0.0,23287.0,16600.0,0
428,47854453,20000,20000,20000.0,60 months,BAT1104812,15.61,D,D1,Support Engineer,3 years,RENT,62171.0,Source Verified,n,,debt_consolidation,Debt consolidation,931xx,CA,16.39,0.0,0.0,,,10.0,0.0,12549.0,44.8,10.0,w,2199.6,0.0,0.0,0.0,0.0,,INDIVIDUAL,,39th week,0.0,0.0,31369.0,28000.0,0
429,71326089,5000,5000,5000.0,36 months,BAT2803411,9.17,B,B2,Audit Manager,2 years,RENT,124500.0,Source Verified,n,,medical,Medical expenses,194xx,PA,18.29,0.0,1.0,29.0,63.0,20.0,1.0,16935.0,57.2,30.0,w,35.66,0.0,0.0,0.0,0.0,44.0,INDIVIDUAL,,4th week,0.0,0.0,109651.0,29600.0,0
430,63783030,24000,24000,23975.0,60 months, ,16.55,D,D2,Eye doctor optometrist,< 1 year,RENT,83000.0,Not Verified,n,,debt_consolidation,Debt consolidation,282xx,NC,31.88,0.0,0.0,,,20.0,0.0,68931.0,61.9,42.0,f,1280.24,0.0,0.0,0.0,0.0,,INDIVIDUAL,,17th week,0.0,0.0,502944.0,111400.0,0
431,41685835,20000,20000,20000.0,60 months,BAT4694572,13.66,C,C3,Owner,10+ years,MORTGAGE,90000.0,Source Verified,n,,debt_consolidation,Debt consolidation,113xx,NY,23.46,0.0,0.0,,49.0,9.0,1.0,49212.0,74.5,18.0,w,2534.03,0.0,0.0,0.0,0.0,,INDIVIDUAL,,52th week,0.0,0.0,541157.0,66100.0,0
432,65006104,10000,10000,10000.0,36 months, ,11.53,B,B5,Human resources,3 years,MORTGAGE,54000.0,Verified,n,,debt_consolidation,Debt consolidation,853xx,AZ,25.69,0.0,0.0,,,12.0,0.0,28101.0,56.1,33.0,w,268.68,0.0,0.0,0.0,0.0,,INDIVIDUAL,,13th week,0.0,0.0,295656.0,50100.0,0
433,27208533,6400,6400,6400.0,36 months,BAT2333412,17.57,D,D4,Special Projects,10+ years,RENT,45000.0,Not Verified,n,,credit_card,Credit card refinancing,907xx,CA,29.41,0.0,1.0,,118.0,14.0,1.0,17808.0,56.4,35.0,w,778.97,0.0,0.0,0.0,0.0,,INDIVIDUAL,,39th week,0.0,0.0,108124.0,31600.0,1
434,1253674,5000,5000,5000.0,36 months,BAT1942645,14.27,C,C2,American Residential Services,6 years,OWN,35000.0,Not Verified,n,,major_purchase,First,774xx,TX,16.42,0.0,0.0,30.0,,6.0,0.0,1410.0,34.0,8.0,f,1171.2,0.0,0.0,0.0,0.0,,INDIVIDUAL,,161th week,0.0,,,,1
435,63009779,10000,10000,10000.0,60 months,BAT4271519,20.99,E,E5,Secretary,< 1 year,RENT,20000.0,Verified,n,,debt_consolidation,Debt consolidation,895xx,NV,38.5,0.0,0.0,,,6.0,0.0,11180.0,98.9,15.0,w,677.86,0.0,0.0,0.0,0.0,,INDIVIDUAL,,17th week,0.0,278.0,33281.0,11300.0,0
436,73385703,7000,7000,7000.0,36 months,BAT2803411,7.91,A,A5,Communications Manager,8 years,MORTGAGE,53185.0,Source Verified,n,,debt_consolidation,Debt consolidation,151xx,PA,11.59,1.0,2.0,22.0,,21.0,0.0,7310.0,14.2,36.0,w,0.0,0.0,0.0,0.0,0.0,22.0,INDIVIDUAL,,NAth week,0.0,0.0,216288.0,51600.0,0
437,31637588,10000,10000,10000.0,36 months, ,14.49,C,C4,Secretaty,10+ years,MORTGAGE,50000.0,Source Verified,n,,credit_card,Credit card refinancing,113xx,NY,13.71,0.0,2.0,,,10.0,0.0,10211.0,48.6,11.0,w,1260.61,0.0,0.0,0.0,0.0,,INDIVIDUAL,,48th week,0.0,0.0,106123.0,21000.0,1
438,5237560,6000,6000,6000.0,36 months,BAT5341619,16.29,C,C4,signal hill petroleum,1 year,RENT,83000.0,Not Verified,n,,debt_consolidation,Debt consolidation,906xx,CA,13.71,0.0,1.0,,,14.0,0.0,13326.0,48.6,15.0,w,855.16,0.0,0.0,0.0,0.0,,INDIVIDUAL,,52th week,0.0,0.0,34497.0,27400.0,1
439,43276857,8400,8400,8400.0,36 months,BAT5924421,7.49,A,A4,OWNER,10+ years,RENT,80000.0,Source Verified,n,,debt_consolidation,Debt consolidation,021xx,MA,19.61,0.0,0.0,,37.0,11.0,3.0,4157.0,28.7,30.0,w,496.69,0.0,0.0,0.0,0.0,,INDIVIDUAL,,48th week,0.0,0.0,41194.0,14500.0,0
440,8937949,16950,16950,16950.0,36 months, ,12.99,B,B4,Clark County School District,10+ years,RENT,56000.0,Not Verified,n,> The loan purpose is to consolidate my debt with a lower APR.<br>,debt_consolidation,Debt consolidation,891xx,NV,21.71,0.0,0.0,31.0,,7.0,0.0,11998.0,60.0,28.0,f,2993.35,0.0,0.0,0.0,0.0,31.0,INDIVIDUAL,,95th week,0.0,0.0,56446.0,20000.0,0
441,6341921,14400,14400,14400.0,36 months,BAT2428731,7.62,A,A3,Conagra Foods,10+ years,RENT,80000.0,Not Verified,n,> Debt Consolidation<br>,debt_consolidation,Debt consolidation,317xx,GA,10.23,0.0,0.0,75.0,,7.0,0.0,3638.0,18.4,31.0,f,1724.19,0.0,0.0,0.0,0.0,,INDIVIDUAL,,139th week,0.0,0.0,19549.0,19800.0,0
442,63018578,35000,35000,34950.0,60 months,,18.55,E,E2,senior project designer,1 year,MORTGAGE,81000.0,Source Verified,n,,debt_consolidation,Debt consolidation,773xx,TX,20.09,0.0,1.0,,,13.0,0.0,18781.0,69.3,41.0,w,2094.53,0.0,0.0,0.0,0.0,,INDIVIDUAL,,17th week,0.0,0.0,180351.0,27100.0,0
443,67807914,3000,3000,3000.0,36 months,,11.53,B,B5,Chef,1 year,RENT,36000.0,Source Verified,n,,car,Car financing,150xx,PA,22.03,0.0,1.0,60.0,,14.0,0.0,5967.0,56.8,17.0,w,55.06,0.0,0.0,0.0,0.0,60.0,INDIVIDUAL,,9th week,0.0,0.0,40388.0,10500.0,0
444,21358291,2700,2700,2700.0,36 months,BAT3461431,17.57,D,D4,teacher,2 years,OWN,46000.0,Not Verified,n,,medical,Medical expenses,244xx,VA,25.43,0.0,0.0,,,14.0,0.0,12929.0,43.4,28.0,w,304.96,0.0,0.0,0.0,0.0,,INDIVIDUAL,,35th week,0.0,0.0,70227.0,29800.0,1
445,49910049,15000,15000,15000.0,36 months,BAT1184694,10.99,B,B4,Accountant,10+ years,MORTGAGE,82000.0,Source Verified,n,,debt_consolidation,Debt consolidation,750xx,TX,11.75,0.0,1.0,46.0,,13.0,0.0,41307.0,71.5,31.0,w,883.4,0.0,0.0,0.0,0.0,46.0,INDIVIDUAL,,35th week,0.0,0.0,258381.0,57800.0,0
446,43845799,8975,8975,8975.0,36 months,,18.84,E,E2,Legal Secretary,10+ years,OWN,46000.0,Source Verified,n,,debt_consolidation,Debt consolidation,601xx,IL,26.56,0.0,0.0,,,7.0,0.0,5812.0,47.6,18.0,f,1295.43,0.0,0.0,0.0,0.0,,INDIVIDUAL,,48th week,0.0,0.0,27220.0,12200.0,0
447,42454496,2500,2500,2500.0,36 months,BAT5924421,16.49,D,D3,Production assistant,< 1 year,RENT,21000.0,Verified,n,,major_purchase,Major purchase,912xx,CA,23.13,0.0,1.0,,,7.0,0.0,7827.0,94.3,20.0,f,332.95,0.0,0.0,0.0,0.0,,INDIVIDUAL,,48th week,0.0,0.0,24723.0,8300.0,0
448,3557920,11250,11250,11225.0,60 months,BAT1467036,22.95,F,F1,ADP,6 years,RENT,43000.0,Verified,n,,debt_consolidation,Uncontrollable Debt,130xx,NY,18.22,0.0,2.0,,,12.0,0.0,10832.0,45.5,23.0,w,4376.63,15.84,16.12,0.0,0.0,,INDIVIDUAL,,100th week,0.0,0.0,22735.0,23800.0,0
449,1859326,9000,9000,9000.0,36 months, ,14.09,B,B5,physicians surgery ctr of tempe,10+ years,RENT,43000.0,Verified,n,> want to get out of credit card debt. need car repairs also.thanks<br>,debt_consolidation,creditcardpayoffs,852xx,AZ,15.63,0.0,0.0,,,12.0,0.0,10455.0,70.6,17.0,f,2012.11,0.0,0.0,0.0,0.0,,INDIVIDUAL,,130th week,0.0,0.0,14328.0,14800.0,0
450,10783585,14000,14000,13875.0,36 months,BAT5629144,8.9,A,A5,Administrative,10+ years,MORTGAGE,130000.0,Verified,n,,home_improvement,Kitchen,430xx,OH,6.56,0.0,2.0,27.0,,10.0,0.0,5619.0,43.9,29.0,f,1754.57,0.0,0.0,0.0,0.0,,INDIVIDUAL,,104th week,0.0,0.0,151107.0,12800.0,0
451,7607765,23000,23000,23000.0,36 months,,8.9,A,A5,American Heritage Federal Credit Union,2 years,MORTGAGE,150000.0,Verified,n,,credit_card,Consumer Refinance,189xx,PA,6.07,0.0,0.0,,53.0,10.0,1.0,6062.0,21.3,43.0,w,1642.93,0.0,0.0,0.0,0.0,,INDIVIDUAL,,48th week,0.0,0.0,468840.0,28500.0,1
452,41402310,10000,10000,10000.0,36 months,BAT4694572,6.03,A,A1,TECHNICAL DESIGNER,< 1 year,RENT,72500.0,Verified,n,,debt_consolidation,Debt consolidation,112xx,NY,3.04,0.0,0.0,74.0,,10.0,0.0,4708.0,26.3,25.0,w,510.6,0.0,0.0,0.0,0.0,75.0,INDIVIDUAL,,52th week,0.0,0.0,4708.0,17900.0,0
453,4721690,7200,7200,7200.0,36 months,BAT5714674,7.9,A,A4,Freeburn & Hamilton,10+ years,MORTGAGE,42000.0,Not Verified,n,,debt_consolidation,Consolidation - Roof,170xx,PA,8.31,0.0,0.0,38.0,,7.0,0.0,4732.0,28.5,26.0,w,396.07,0.0,0.0,0.0,0.0,,INDIVIDUAL,,48th week,0.0,0.0,122656.0,16600.0,1
454,6207246,15600,15600,15600.0,60 months,BAT2428731,18.49,D,D2,Detroit Medical Center,10+ years,RENT,49200.0,Verified,n,"   > consolidation of bills CACU, SEAR, TXJ, and a Vacation Trip.<br>",credit_card,cacu plus,480xx,MI,18.66,0.0,1.0,65.0,61.0,14.0,1.0,4241.0,26.3,38.0,f,5773.33,0.0,0.0,0.0,0.0,65.0,INDIVIDUAL,,122th week,0.0,0.0,19877.0,16100.0,1
455,69282000,6000,6000,6000.0,36 months, ,14.33,C,C5,Occupational Therapist,10+ years,MORTGAGE,68725.0,Source Verified,n,,debt_consolidation,Debt consolidation,618xx,IL,22.0,2.0,3.0,18.0,,10.0,0.0,35332.0,98.7,21.0,w,134.54,0.0,0.0,0.0,0.0,29.0,INDIVIDUAL,,9th week,0.0,0.0,263047.0,35800.0,0
456,62514159,14425,14425,14375.0,60 months,BAT1780517,20.99,E,E5,Payroll/HR,9 years,RENT,42432.0,Verified,n,,debt_consolidation,Debt consolidation,350xx,AL,30.68,0.0,0.0,,,11.0,0.0,19350.0,80.6,31.0,f,960.99,0.0,0.0,0.0,0.0,,INDIVIDUAL,,17th week,0.0,65.0,71862.0,24000.0,0
457,28390815,15000,15000,15000.0,36 months,BAT2333412,6.49,A,A2,IT Manager,6 years,RENT,95000.0,Not Verified,n,,credit_card,Credit card refinancing,201xx,VA,20.07,4.0,0.0,18.0,,17.0,0.0,32092.0,51.3,32.0,w,1046.01,0.0,0.0,0.0,0.0,18.0,INDIVIDUAL,,74th week,0.0,0.0,124365.0,62600.0,0
458,58064465,5000,5000,5000.0,36 months,BAT3873588,13.33,C,C3,Employee Advocate,2 years,RENT,36000.0,Not Verified,n,,credit_card,Credit card refinancing,194xx,PA,20.1,0.0,4.0,,,10.0,0.0,4677.0,28.0,13.0,w,306.61,0.0,0.0,0.0,0.0,44.0,INDIVIDUAL,,26th week,0.0,1948.0,21121.0,16900.0,0
459,34682748,25000,25000,24975.0,36 months,BAT2078974,6.49,A,A2,PMO Manager,9 years,MORTGAGE,95000.0,Source Verified,n,,credit_card,Credit card refinancing,410xx,KY,19.32,1.0,2.0,8.0,,16.0,0.0,21795.0,25.1,29.0,f,1566.58,0.0,0.0,0.0,0.0,,INDIVIDUAL,,61th week,0.0,0.0,148297.0,86700.0,0
460,57325257,24000,24000,24000.0,36 months,BAT3873588,8.18,B,B1,"Manager, Application Development",3 years,RENT,160000.0,Verified,n,,debt_consolidation,Debt consolidation,100xx,NY,7.7,0.0,1.0,,,5.0,0.0,32874.0,98.4,12.0,f,909.76,0.0,0.0,0.0,0.0,,INDIVIDUAL,,26th week,0.0,0.0,32874.0,33400.0,0
461,45440963,24000,24000,24000.0,60 months,BAT4136152,8.18,B,B1,Sales Director,8 years,MORTGAGE,220000.0,Source Verified,n,,debt_consolidation,Debt consolidation,303xx,GA,10.33,6.0,0.0,7.0,120.0,13.0,1.0,32099.0,71.5,35.0,w,1523.53,0.0,0.0,0.0,0.0,7.0,INDIVIDUAL,,44th week,0.0,0.0,75112.0,44900.0,0
462,31246753,33300,33300,33300.0,36 months,BAT2078974,16.29,D,D2,VP,8 years,MORTGAGE,162000.0,Verified,n,,debt_consolidation,Debt consolidation,346xx,FL,17.03,2.0,2.0,20.0,,14.0,0.0,16861.0,54.6,40.0,f,5686.3,0.0,0.0,0.0,0.0,35.0,INDIVIDUAL,,65th week,0.0,0.0,376138.0,30900.0,0
463,49973901,8000,8000,8000.0,36 months,BAT1104812,9.99,B,B3,Program Specialist Assistance,10+ years,RENT,26000.0,Not Verified,n,,debt_consolidation,Debt consolidation,151xx,PA,14.36,0.0,0.0,,,9.0,0.0,5537.0,26.9,19.0,f,482.97,0.0,0.0,0.0,0.0,,INDIVIDUAL,,35th week,0.0,0.0,5537.0,20600.0,0
464,55305964,10875,10875,10875.0,36 months,BAT3726927,19.99,E,E4,Owner,10+ years,RENT,159000.0,Not Verified,n,,small_business,Business,275xx,NC,3.79,0.0,1.0,45.0,55.0,6.0,4.0,1306.0,19.8,24.0,f,1163.77,0.0,0.0,0.0,0.0,45.0,INDIVIDUAL,,31th week,0.0,19478.0,24188.0,6600.0,0
465,8092644,8400,8400,8400.0,36 months,BAT5525466,15.22,C,C3,Parsons Brinkerhoff,7 years,RENT,140000.0,Not Verified,n,,debt_consolidation,Debt consolidation,201xx,VA,19.43,0.0,2.0,25.0,,11.0,0.0,7249.0,53.3,22.0,w,2015.46,0.0,0.0,0.0,0.0,,INDIVIDUAL,,126th week,0.0,75.0,69719.0,13600.0,0
466,15209865,15850,15850,15850.0,60 months,BAT5489674,14.64,C,C3,Secondary Teacher,10+ years,MORTGAGE,51000.0,Verified,n,,debt_consolidation,Debt consolidation,807xx,CO,24.28,0.0,0.0,,,19.0,0.0,16053.0,36.7,34.0,w,3559.94,0.0,0.0,0.0,0.0,,INDIVIDUAL,,91th week,0.0,0.0,159439.0,43700.0,0
467,42204443,35000,35000,35000.0,36 months,BAT4694572,16.49,D,D3,nurse,10+ years,MORTGAGE,89120.0,Verified,n,,debt_consolidation,Debt consolidation,221xx,VA,15.66,0.0,1.0,,,9.0,0.0,40697.0,94.2,18.0,f,2061.91,0.0,0.0,0.0,0.0,,INDIVIDUAL,,43th week,0.0,0.0,40697.0,43200.0,0
468,26207012,10075,10075,10075.0,36 months,BAT2333412,19.52,E,E2,driver,< 1 year,MORTGAGE,30000.0,Source Verified,n,,debt_consolidation,Debt consolidation,218xx,MD,8.88,0.0,1.0,,35.0,9.0,1.0,3103.0,47.7,28.0,f,2286.07,0.0,0.0,0.0,0.0,,INDIVIDUAL,,74th week,0.0,0.0,8095.0,6500.0,0
469,65558051,30000,30000,30000.0,60 months,,13.99,C,C4,Operator,< 1 year,MORTGAGE,82000.0,Verified,n,,debt_consolidation,Debt consolidation,907xx,CA,12.24,0.0,1.0,,,8.0,0.0,22917.0,89.9,30.0,w,1013.71,0.0,0.0,0.0,0.0,,INDIVIDUAL,,13th week,0.0,0.0,366064.0,25500.0,0
470,43237307,20000,20000,20000.0,36 months,BAT5924421,8.67,B,B1,chief investment officer,4 years,RENT,200000.0,Verified,n,,credit_card,Credit card refinancing,902xx,CA,26.7,0.0,0.0,40.0,,17.0,0.0,29028.0,95.8,32.0,w,1263.83,0.0,0.0,0.0,0.0,,INDIVIDUAL,,48th week,0.0,0.0,213954.0,30300.0,0
471,4070974,18000,18000,18000.0,36 months,BAT3865626,8.9,A,A5,StateStreet Bank,7 years,MORTGAGE,80000.0,Not Verified,n,> Pay off my high interest credit card<br>,credit_card,Payoffcreditcard,021xx,MA,14.42,0.0,2.0,,,17.0,0.0,25400.0,55.8,25.0,w,2571.86,0.0,0.0,0.0,0.0,,INDIVIDUAL,,152th week,0.0,0.0,210739.0,45500.0,0
472,1425559,3000,3000,3000.0,36 months,BAT1327206,7.9,A,A4,Arlington Euipment,3 years,RENT,42000.0,Not Verified,n,> Expenses related to housing is 600 not 1600..<br>,debt_consolidation,Stuff,128xx,NY,24.26,0.0,0.0,,,9.0,0.0,2899.0,19.9,14.0,f,378.34,0.0,0.0,0.0,0.0,,INDIVIDUAL,,156th week,0.0,,,,1
473,9167268,3075,3075,3075.0,36 months,BAT1930365,16.2,C,C4,home health care,8 years,OWN,18300.0,Verified,n,,debt_consolidation,consolidate,480xx,MI,24.52,0.0,0.0,57.0,,12.0,0.0,4865.0,85.4,16.0,f,764.87,0.0,0.0,0.0,0.0,,INDIVIDUAL,,117th week,0.0,0.0,33582.0,5700.0,0
474,38699975,7200,7200,7200.0,36 months,BAT2558388,16.49,D,D3,Sewing machine operator,2 years,OWN,20000.0,Verified,n,,debt_consolidation,Debt consolidation,475xx,IN,33.13,0.0,2.0,77.0,56.0,11.0,1.0,2900.0,38.2,31.0,f,1097.17,0.0,0.0,0.0,0.0,,INDIVIDUAL,,56th week,0.0,0.0,25085.0,7600.0,0
475,35073079,15000,15000,15000.0,36 months,BAT2558388,14.31,C,C4,Sales Manager,9 years,MORTGAGE,85000.0,Verified,n,,debt_consolidation,Debt consolidation,327xx,FL,33.02,0.0,0.0,,,15.0,0.0,15424.0,35.1,30.0,w,2091.78,0.0,0.0,0.0,0.0,,INDIVIDUAL,,61th week,0.0,0.0,121160.0,44000.0,0
476,32328642,22825,22825,22825.0,60 months,BAT2078974,19.52,E,E2,cocktail server,6 years,MORTGAGE,65000.0,Source Verified,n,,debt_consolidation,Debt consolidation,490xx,MI,19.37,0.0,0.0,,,13.0,0.0,27882.0,86.1,19.0,w,5127.46,0.0,0.0,0.0,0.0,,INDIVIDUAL,,65th week,0.0,0.0,128656.0,32400.0,0
477,71370335,18400,18400,18400.0,36 months,BAT2803411,7.26,A,A4,Teacher,10+ years,MORTGAGE,48000.0,Verified,n,,debt_consolidation,Debt consolidation,785xx,TX,20.0,0.0,1.0,25.0,,9.0,0.0,18459.0,58.8,31.0,w,96.48,0.0,0.0,0.0,0.0,,INDIVIDUAL,,4th week,0.0,164.0,26913.0,31400.0,0
478,10439250,11775,11775,11775.0,36 months,,14.3,C,C1,Network Maintenance Tech 3,10+ years,RENT,62000.0,Not Verified,n,,debt_consolidation,Credit card consolidation,430xx,OH,9.37,0.0,2.0,,,4.0,0.0,12173.0,91.5,11.0,f,2521.06,0.0,0.0,0.0,0.0,,INDIVIDUAL,,113th week,0.0,0.0,23672.0,13300.0,0
479,1551759,5000,5000,5000.0,36 months,BAT3292317,17.27,D,D1,CAVA,4 years,MORTGAGE,38000.0,Source Verified,n,> I pay my bills on time and have established employment.I plan to use the funds to consolidate other debt.<br>Thank you<br>,debt_consolidation,Money to consolidate credit cards,953xx,CA,17.85,0.0,1.0,30.0,,15.0,0.0,5062.0,88.8,36.0,f,1187.21,0.0,0.0,0.0,0.0,,INDIVIDUAL,,96th week,0.0,,,,1
480,4674820,7000,7000,6950.0,36 months, ,11.14,B,B2,MEGA Brands America,10+ years,MORTGAGE,68000.0,Verified,n,,home_improvement,Home improvement,479xx,IN,29.59,0.0,0.0,,,17.0,0.0,13169.0,96.1,35.0,f,1254.17,0.0,0.0,0.0,0.0,,INDIVIDUAL,,144th week,0.0,0.0,203507.0,13700.0,0
481,58810488,19575,19575,19575.0,36 months,BAT3873588,17.86,D,D5,Sr. Programmer/Analyst,10+ years,OWN,82368.0,Verified,n,,credit_card,Credit card refinancing,726xx,AR,22.9,0.0,2.0,,,15.0,0.0,21504.0,68.5,25.0,w,1634.13,0.0,0.0,0.0,0.0,,INDIVIDUAL,,26th week,0.0,0.0,163716.0,31400.0,0
482,51231185,11200,11200,11200.0,36 months,BAT1184694,14.65,C,C5,Rating Veterans Svc Rep,7 years,MORTGAGE,110961.0,Source Verified,n,,debt_consolidation,Debt consolidation,721xx,AR,19.94,2.0,2.0,17.0,,21.0,0.0,11403.0,57.9,49.0,f,920.0,0.0,0.0,0.0,0.0,,INDIVIDUAL,,26th week,0.0,0.0,165726.0,19700.0,1
483,46796364,12000,12000,11900.0,36 months,BAT4136152,6.39,A,A2,Marketing Manager,4 years,MORTGAGE,44000.0,Not Verified,n,,home_improvement,Home improvement,152xx,PA,6.11,0.0,0.0,79.0,,11.0,0.0,4224.0,27.6,17.0,f,536.66,0.0,0.0,0.0,0.0,,INDIVIDUAL,,44th week,0.0,0.0,183502.0,15300.0,0
484,1753376,9500,9500,9500.0,36 months,BAT5849876,13.11,B,B4,"AEG Environmental, Inc.",10+ years,MORTGAGE,50000.0,Not Verified,n,"   > Working plan for 7 years to pay off all debt. Car pd off, this is the last of debt, would be much easier if all lumped together at a decent rate. Never missed or late on a payment, just refinanced to conven mtg at 3.75%, co-borrowed with mother, financially sound<br>",credit_card,Finally Almost out of debt!,217xx,MD,11.45,0.0,1.0,,,6.0,0.0,15968.0,60.5,16.0,f,931.39,0.0,0.0,0.0,0.0,,INDIVIDUAL,,65th week,0.0,0.0,15968.0,26400.0,1
485,67822239,11000,11000,11000.0,36 months,BAT1586599,8.18,B,B1,Lab/Imaging Manager,10+ years,RENT,46000.0,Not Verified,n,,credit_card,Credit card refinancing,590xx,MT,30.49,0.0,1.0,59.0,,19.0,0.0,11870.0,39.4,55.0,f,140.62,0.0,0.0,0.0,0.0,59.0,INDIVIDUAL,,9th week,0.0,9773.0,54040.0,30100.0,0
486,33749852,30000,30000,30000.0,36 months,BAT2078974,9.17,B,B1,senior modelmaker,10+ years,MORTGAGE,95000.0,Verified,n,,debt_consolidation,Debt consolidation,945xx,CA,12.97,0.0,0.0,,,7.0,0.0,30179.0,62.7,17.0,f,2672.8,0.0,0.0,0.0,0.0,,INDIVIDUAL,,61th week,0.0,0.0,278870.0,48100.0,0
487,51784031,3000,3000,3000.0,36 months,BAT1184694,13.99,C,C4,Senior Bodyman,10+ years,OWN,48000.0,Not Verified,n,,other,Other,488xx,MI,31.93,2.0,2.0,16.0,,10.0,0.0,6796.0,60.1,14.0,f,252.57,0.0,0.0,0.0,0.0,,INDIVIDUAL,,35th week,0.0,774.0,92302.0,11300.0,0
